age,sex,province,education,n
60,Female,Newfoundland and Labrador,High school diploma,2
60,Female,Newfoundland and Labrador,No high school diploma,2
60,Female,Nova Scotia,Associate degree,4
60,Female,Nova Scotia,Bachelor's degree,2
60,Female,Nova Scotia,High school diploma,5
60,Female,Nova Scotia,Master's degree,2
60,Female,Nova Scotia,No high school diploma,3
60,Female,Ontario,Associate degree,30
60,Female,Ontario,Bachelor's degree,8
60,Female,Ontario,High school diploma,17
60,Female,Ontario,Master's degree,10
60,Female,Ontario,No high school diploma,5
60,Female,Prince Edward Island,Associate degree,2
60,Female,Prince Edward Island,Bachelor's degree,1
60,Female,Prince Edward Island,High school diploma,4
60,Female,Prince Edward Island,Master's degree,1
60,Female,Prince Edward Island,No high school diploma,1
60,Female,Quebec,Associate degree,16
60,Female,Quebec,Bachelor's degree,2
60,Female,Quebec,High school diploma,13
60,Female,Quebec,Master's degree,1
60,Female,Quebec,No high school diploma,5
60,Female,Saskatchewan,Bachelor's degree,1
60,Female,Saskatchewan,High school diploma,6
60,Female,Saskatchewan,No high school diploma,1
60,Male,Alberta,Associate degree,4
60,Male,Alberta,Bachelor's degree,3
60,Male,Alberta,High school diploma,2
60,Male,Alberta,Master's degree,2
60,Male,Alberta,No high school diploma,3
60,Male,British Columbia,Associate degree,12
60,Male,British Columbia,Bachelor's degree,6
60,Male,British Columbia,High school diploma,5
60,Male,British Columbia,Master's degree,4
60,Male,Manitoba,Associate degree,5
60,Male,Manitoba,High school diploma,3
60,Male,Manitoba,No high school diploma,3
60,Male,New Brunswick,Associate degree,6
60,Male,New Brunswick,High school diploma,3
60,Male,New Brunswick,No high school diploma,5
60,Male,Newfoundland and Labrador,Associate degree,7
60,Male,Newfoundland and Labrador,Bachelor's degree,3
60,Male,Newfoundland and Labrador,High school diploma,1
60,Male,Newfoundland and Labrador,No high school diploma,2
60,Male,Nova Scotia,Associate degree,8
60,Male,Nova Scotia,Bachelor's degree,2
60,Male,Nova Scotia,High school diploma,7
60,Male,Nova Scotia,No high school diploma,3
60,Male,Ontario,Associate degree,21
60,Male,Ontario,Bachelor's degree,9
60,Male,Ontario,High school diploma,13
60,Male,Ontario,Master's degree,9
60,Male,Ontario,No high school diploma,3
60,Male,Prince Edward Island,Associate degree,1
60,Male,Prince Edward Island,Master's degree,1
60,Male,Prince Edward Island,No high school diploma,2
60,Male,Quebec,Associate degree,8
60,Male,Quebec,Bachelor's degree,7
60,Male,Quebec,High school diploma,10
60,Male,Quebec,Master's degree,4
60,Male,Quebec,No high school diploma,9
60,Male,Saskatchewan,Associate degree,5
60,Male,Saskatchewan,High school diploma,1
60,Male,Saskatchewan,No high school diploma,2
61,Female,Alberta,Associate degree,4
61,Female,Alberta,Bachelor's degree,2
61,Female,Alberta,High school diploma,3
61,Female,Alberta,Master's degree,1
61,Female,Alberta,No high school diploma,2
61,Female,British Columbia,Associate degree,9
61,Female,British Columbia,Bachelor's degree,11
61,Female,British Columbia,High school diploma,7
61,Female,British Columbia,Master's degree,8
61,Female,British Columbia,No high school diploma,1
61,Female,Manitoba,Associate degree,3
61,Female,Manitoba,Bachelor's degree,2
61,Female,Manitoba,High school diploma,5
61,Female,Manitoba,Master's degree,2
61,Female,Manitoba,No high school diploma,1
61,Female,New Brunswick,Associate degree,1
61,Female,New Brunswick,Bachelor's degree,2
61,Female,New Brunswick,High school diploma,3
61,Female,New Brunswick,No high school diploma,4
61,Female,Newfoundland and Labrador,Associate degree,3
61,Female,Newfoundland and Labrador,High school diploma,3
61,Female,Newfoundland and Labrador,Master's degree,2
61,Female,Newfoundland and Labrador,No high school diploma,2
61,Female,Nova Scotia,Associate degree,11
61,Female,Nova Scotia,Bachelor's degree,1
61,Female,Nova Scotia,High school diploma,4
61,Female,Nova Scotia,Master's degree,1
61,Female,Nova Scotia,No high school diploma,1
61,Female,Ontario,Associate degree,19
61,Female,Ontario,Bachelor's degree,9
61,Female,Ontario,High school diploma,12
61,Female,Ontario,Master's degree,8
61,Female,Ontario,No high school diploma,6
61,Female,Prince Edward Island,Associate degree,3
61,Female,Prince Edward Island,Bachelor's degree,1
61,Female,Prince Edward Island,High school diploma,6
61,Female,Prince Edward Island,Master's degree,1
61,Female,Prince Edward Island,No high school diploma,1
61,Female,Quebec,Associate degree,17
61,Female,Quebec,Bachelor's degree,5
61,Female,Quebec,High school diploma,12
61,Female,Quebec,Master's degree,6
61,Female,Quebec,No high school diploma,3
61,Female,Saskatchewan,Associate degree,3
61,Female,Saskatchewan,Bachelor's degree,2
61,Female,Saskatchewan,High school diploma,4
61,Female,Saskatchewan,No high school diploma,2
61,Male,Alberta,Associate degree,5
61,Male,Alberta,Bachelor's degree,2
61,Male,Alberta,High school diploma,3
61,Male,Alberta,Master's degree,1
61,Male,Alberta,No high school diploma,1
61,Male,British Columbia,Associate degree,4
61,Male,British Columbia,Bachelor's degree,2
61,Male,British Columbia,High school diploma,4
61,Male,British Columbia,Master's degree,4
61,Male,British Columbia,No high school diploma,1
61,Male,Manitoba,Associate degree,3
61,Male,Manitoba,High school diploma,5
61,Male,Manitoba,Master's degree,1
61,Male,Manitoba,No high school diploma,1
61,Male,New Brunswick,Associate degree,2
61,Male,New Brunswick,Bachelor's degree,2
61,Male,New Brunswick,High school diploma,6
61,Male,New Brunswick,No high school diploma,4
61,Male,Newfoundland and Labrador,Associate degree,3
61,Male,Newfoundland and Labrador,High school diploma,1
61,Male,Newfoundland and Labrador,No high school diploma,2
61,Male,Nova Scotia,Associate degree,6
61,Male,Nova Scotia,Bachelor's degree,1
61,Male,Nova Scotia,High school diploma,3
61,Male,Nova Scotia,Master's degree,1
61,Male,Nova Scotia,No high school diploma,6
61,Male,Ontario,Associate degree,16
61,Male,Ontario,Bachelor's degree,11
61,Male,Ontario,High school diploma,13
61,Male,Ontario,Master's degree,8
61,Male,Ontario,No high school diploma,3
61,Male,Prince Edward Island,Associate degree,2
61,Male,Prince Edward Island,Bachelor's degree,2
61,Male,Prince Edward Island,High school diploma,2
61,Male,Quebec,Associate degree,13
61,Male,Quebec,Bachelor's degree,2
61,Male,Quebec,High school diploma,16
61,Male,Quebec,Master's degree,2
61,Male,Quebec,No high school diploma,2
61,Male,Saskatchewan,Associate degree,2
61,Male,Saskatchewan,Bachelor's degree,1
61,Male,Saskatchewan,High school diploma,8
61,Male,Saskatchewan,Master's degree,1
61,Male,Saskatchewan,No high school diploma,1
62,Female,Alberta,Associate degree,3
62,Female,Alberta,Bachelor's degree,4
62,Female,Alberta,High school diploma,6
62,Female,Alberta,Master's degree,1
62,Female,British Columbia,Associate degree,6
62,Female,British Columbia,Bachelor's degree,6
62,Female,British Columbia,High school diploma,8
62,Female,British Columbia,Master's degree,1
62,Female,British Columbia,No high school diploma,3
62,Female,Manitoba,Associate degree,7
62,Female,Manitoba,High school diploma,4
62,Female,New Brunswick,Associate degree,6
62,Female,New Brunswick,Bachelor's degree,1
62,Female,New Brunswick,High school diploma,4
62,Female,New Brunswick,Master's degree,2
62,Female,Newfoundland and Labrador,Associate degree,3
62,Female,Newfoundland and Labrador,Bachelor's degree,2
62,Female,Newfoundland and Labrador,High school diploma,2
62,Female,Newfoundland and Labrador,Master's degree,4
62,Female,Newfoundland and Labrador,No high school diploma,5
62,Female,Nova Scotia,Associate degree,7
62,Female,Nova Scotia,Bachelor's degree,1
62,Female,Nova Scotia,High school diploma,4
62,Female,Nova Scotia,Master's degree,2
62,Female,Nova Scotia,No high school diploma,1
62,Female,Ontario,Associate degree,21
62,Female,Ontario,Bachelor's degree,8
62,Female,Ontario,High school diploma,17
62,Female,Ontario,Master's degree,4
62,Female,Ontario,No high school diploma,2
62,Female,Prince Edward Island,Associate degree,6
62,Female,Prince Edward Island,High school diploma,1
62,Female,Prince Edward Island,Master's degree,1
62,Female,Prince Edward Island,No high school diploma,2
62,Female,Quebec,Associate degree,20
62,Female,Quebec,Bachelor's degree,7
62,Female,Quebec,High school diploma,9
62,Female,Quebec,Master's degree,3
62,Female,Quebec,No high school diploma,7
62,Female,Saskatchewan,Associate degree,3
62,Female,Saskatchewan,Bachelor's degree,3
62,Female,Saskatchewan,High school diploma,4
62,Female,Saskatchewan,No high school diploma,2
62,Male,Alberta,Associate degree,5
62,Male,Alberta,Bachelor's degree,10
62,Male,Alberta,High school diploma,2
62,Male,Alberta,Master's degree,1
62,Male,Alberta,No high school diploma,1
62,Male,British Columbia,Associate degree,3
62,Male,British Columbia,Bachelor's degree,3
62,Male,British Columbia,High school diploma,5
62,Male,British Columbia,Master's degree,3
62,Male,British Columbia,No high school diploma,4
62,Male,Manitoba,Associate degree,2
62,Male,Manitoba,Bachelor's degree,3
62,Male,Manitoba,High school diploma,2
62,Male,Manitoba,Master's degree,1
62,Male,Manitoba,No high school diploma,2
62,Male,New Brunswick,Associate degree,4
62,Male,New Brunswick,Bachelor's degree,3
62,Male,New Brunswick,High school diploma,3
62,Male,New Brunswick,No high school diploma,2
62,Male,Newfoundland and Labrador,Associate degree,6
62,Male,Newfoundland and Labrador,Bachelor's degree,2
62,Male,Newfoundland and Labrador,High school diploma,1
62,Male,Newfoundland and Labrador,No high school diploma,4
62,Male,Nova Scotia,Associate degree,3
62,Male,Nova Scotia,Bachelor's degree,1
62,Male,Nova Scotia,High school diploma,3
62,Male,Nova Scotia,No high school diploma,4
62,Male,Ontario,Associate degree,12
62,Male,Ontario,Bachelor's degree,9
62,Male,Ontario,High school diploma,7
62,Male,Ontario,Master's degree,6
62,Male,Ontario,No high school diploma,8
62,Male,Prince Edward Island,Associate degree,2
62,Male,Prince Edward Island,High school diploma,2
62,Male,Prince Edward Island,Master's degree,2
62,Male,Prince Edward Island,No high school diploma,1
62,Male,Quebec,Associate degree,8
62,Male,Quebec,Bachelor's degree,5
62,Male,Quebec,High school diploma,9
62,Male,Quebec,Master's degree,3
62,Male,Quebec,No high school diploma,6
62,Male,Saskatchewan,Associate degree,4
62,Male,Saskatchewan,Bachelor's degree,1
62,Male,Saskatchewan,High school diploma,8
62,Male,Saskatchewan,No high school diploma,1
63,Female,Alberta,Associate degree,3
63,Female,Alberta,Bachelor's degree,3
63,Female,Alberta,High school diploma,6
63,Female,Alberta,No high school diploma,1
63,Female,British Columbia,Associate degree,9
63,Female,British Columbia,Bachelor's degree,5
63,Female,British Columbia,High school diploma,7
63,Female,British Columbia,Master's degree,2
63,Female,British Columbia,No high school diploma,2
63,Female,Manitoba,Associate degree,6
63,Female,Manitoba,High school diploma,1
63,Female,Manitoba,Master's degree,2
63,Female,Manitoba,No high school diploma,1
63,Female,New Brunswick,Associate degree,6
63,Female,New Brunswick,Bachelor's degree,4
63,Female,New Brunswick,High school diploma,7
63,Female,New Brunswick,Master's degree,1
63,Female,New Brunswick,No high school diploma,4
63,Female,Newfoundland and Labrador,Associate degree,4
63,Female,Newfoundland and Labrador,Bachelor's degree,3
63,Female,Newfoundland and Labrador,High school diploma,3
63,Female,Newfoundland and Labrador,No high school diploma,3
63,Female,Nova Scotia,Associate degree,4
63,Female,Nova Scotia,Bachelor's degree,4
63,Female,Nova Scotia,High school diploma,2
63,Female,Nova Scotia,Master's degree,2
63,Female,Nova Scotia,No high school diploma,4
63,Female,Ontario,Associate degree,24
63,Female,Ontario,Bachelor's degree,6
63,Female,Ontario,High school diploma,20
63,Female,Ontario,Master's degree,7
63,Female,Ontario,No high school diploma,5
63,Female,Prince Edward Island,Associate degree,5
63,Female,Prince Edward Island,Bachelor's degree,1
63,Female,Prince Edward Island,High school diploma,4
63,Female,Prince Edward Island,No high school diploma,2
63,Female,Quebec,Associate degree,20
63,Female,Quebec,Bachelor's degree,8
63,Female,Quebec,High school diploma,12
63,Female,Quebec,Master's degree,2
63,Female,Quebec,No high school diploma,6
63,Female,Saskatchewan,Associate degree,9
63,Female,Saskatchewan,Bachelor's degree,1
63,Female,Saskatchewan,High school diploma,7
63,Female,Saskatchewan,No high school diploma,2
63,Male,Alberta,Associate degree,5
63,Male,Alberta,Bachelor's degree,3
63,Male,Alberta,High school diploma,1
63,Male,Alberta,Master's degree,1
63,Male,British Columbia,Associate degree,6
63,Male,British Columbia,Bachelor's degree,2
63,Male,British Columbia,High school diploma,4
63,Male,British Columbia,Master's degree,3
63,Male,Manitoba,Associate degree,2
63,Male,Manitoba,Bachelor's degree,1
63,Male,Manitoba,High school diploma,3
63,Male,Manitoba,Master's degree,1
63,Male,Manitoba,No high school diploma,6
63,Male,New Brunswick,Associate degree,4
63,Male,New Brunswick,High school diploma,4
63,Male,New Brunswick,Master's degree,3
63,Male,New Brunswick,No high school diploma,2
63,Male,Newfoundland and Labrador,Associate degree,3
63,Male,Newfoundland and Labrador,High school diploma,4
63,Male,Newfoundland and Labrador,No high school diploma,7
63,Male,Nova Scotia,Associate degree,3
63,Male,Nova Scotia,Bachelor's degree,2
63,Male,Nova Scotia,High school diploma,1
63,Male,Nova Scotia,Master's degree,1
63,Male,Nova Scotia,No high school diploma,3
63,Male,Ontario,Associate degree,11
63,Male,Ontario,Bachelor's degree,8
63,Male,Ontario,High school diploma,12
63,Male,Ontario,Master's degree,4
63,Male,Ontario,No high school diploma,6
63,Male,Prince Edward Island,Associate degree,1
63,Male,Prince Edward Island,Bachelor's degree,2
63,Male,Prince Edward Island,High school diploma,4
63,Male,Prince Edward Island,No high school diploma,1
63,Male,Quebec,Associate degree,15
63,Male,Quebec,Bachelor's degree,3
63,Male,Quebec,High school diploma,11
63,Male,Quebec,Master's degree,6
63,Male,Quebec,No high school diploma,7
63,Male,Saskatchewan,Associate degree,3
63,Male,Saskatchewan,Bachelor's degree,1
63,Male,Saskatchewan,High school diploma,4
63,Male,Saskatchewan,Master's degree,1
63,Male,Saskatchewan,No high school diploma,1
64,Female,Alberta,Associate degree,6
64,Female,Alberta,High school diploma,7
64,Female,Alberta,Master's degree,3
64,Female,Alberta,No high school diploma,2
64,Female,British Columbia,Associate degree,11
64,Female,British Columbia,Bachelor's degree,2
64,Female,British Columbia,High school diploma,4
64,Female,British Columbia,Master's degree,4
64,Female,British Columbia,No high school diploma,1
64,Female,Manitoba,Associate degree,6
64,Female,Manitoba,Bachelor's degree,4
64,Female,Manitoba,High school diploma,2
64,Female,Manitoba,Master's degree,2
64,Female,Manitoba,No high school diploma,1
64,Female,New Brunswick,Associate degree,8
64,Female,New Brunswick,Bachelor's degree,1
64,Female,New Brunswick,High school diploma,3
64,Female,New Brunswick,No high school diploma,4
64,Female,Newfoundland and Labrador,Associate degree,6
64,Female,Newfoundland and Labrador,Bachelor's degree,3
64,Female,Newfoundland and Labrador,High school diploma,8
64,Female,Newfoundland and Labrador,Master's degree,3
64,Female,Newfoundland and Labrador,No high school diploma,1
64,Female,Nova Scotia,Associate degree,7
64,Female,Nova Scotia,Bachelor's degree,3
64,Female,Nova Scotia,High school diploma,5
64,Female,Nova Scotia,Master's degree,2
64,Female,Nova Scotia,No high school diploma,3
64,Female,Ontario,Associate degree,11
64,Female,Ontario,Bachelor's degree,15
64,Female,Ontario,High school diploma,13
64,Female,Ontario,Master's degree,6
64,Female,Ontario,No high school diploma,7
64,Female,Prince Edward Island,Associate degree,3
64,Female,Prince Edward Island,Bachelor's degree,1
64,Female,Prince Edward Island,High school diploma,2
