age,sex,province,education
68,Male,Ontario,High school diploma
44,Male,Ontario,Associate degree
41,Female,Quebec,Bachelor's degree
72,Male,Ontario,Bachelor's degree
58,Female,New Brunswick,Bachelor's degree
18,Male,Alberta,High school diploma
27,Female,Ontario,Bachelor's degree
69,Male,Ontario,No high school diploma
73,Male,Saskatchewan,High school diploma
71,Female,Prince Edward Island,Associate degree
17,Female,Ontario,High school diploma
75,Male,Ontario,Associate degree
77,Female,Ontario,Associate degree
57,Male,Ontario,High school diploma
43,Male,Quebec,Associate degree
78,Male,Manitoba,Associate degree
31,Male,British Columbia,Associate degree
63,Female,Saskatchewan,High school diploma
71,Female,Quebec,Associate degree
48,Male,Nova Scotia,Associate degree
48,Male,Alberta,Master's degree
44,Female,Quebec,Bachelor's degree
72,Female,Newfoundland and Labrador,High school diploma
44,Male,Alberta,High school diploma
38,Female,Quebec,Master's degree
33,Female,Newfoundland and Labrador,High school diploma
36,Female,Nova Scotia,Associate degree
59,Male,Quebec,High school diploma
64,Female,Prince Edward Island,High school diploma
34,Female,Saskatchewan,No high school diploma
69,Female,British Columbia,Associate degree
79,Female,Ontario,No high school diploma
26,Female,Alberta,Associate degree
53,Male,British Columbia,Associate degree
75,Female,Prince Edward Island,High school diploma
40,Male,Newfoundland and Labrador,Associate degree
59,Female,Newfoundland and Labrador,Associate degree
71,Male,Ontario,Master's degree
53,Male,British Columbia,High school diploma
47,Female,Newfoundland and Labrador,Associate degree
41,Female,Nova Scotia,High school diploma
40,Male,British Columbia,Associate degree
65,Female,Newfoundland and Labrador,Associate degree
58,Male,Manitoba,High school diploma
80,Male,Ontario,Associate degree
21,Male,Quebec,Associate degree
27,Female,Quebec,Associate degree
34,Female,Ontario,Associate degree
80,Male,Nova Scotia,Bachelor's degree
49,Female,Newfoundland and Labrador,Associate degree
44,Female,Alberta,Associate degree
47,Female,Ontario,High school diploma
32,Male,Ontario,Bachelor's degree
39,Male,Quebec,Bachelor's degree
71,Female,Ontario,No high school diploma
53,Female,New Brunswick,High school diploma
38,Male,British Columbia,Associate degree
56,Male,Manitoba,High school diploma
30,Female,Prince Edward Island,High school diploma
36,Male,Nova Scotia,Associate degree
24,Female,New Brunswick,Associate degree
25,Female,Ontario,Bachelor's degree
37,Male,Quebec,Master's degree
45,Female,Ontario,Associate degree
57,Female,Alberta,High school diploma
55,Female,Nova Scotia,Master's degree
44,Female,New Brunswick,Bachelor's degree
31,Female,Ontario,Associate degree
58,Male,Nova Scotia,Associate degree
49,Male,Manitoba,Bachelor's degree
42,Female,Ontario,Associate degree
51,Male,Ontario,High school diploma
59,Male,Ontario,Associate degree
36,Male,Ontario,High school diploma
56,Female,Ontario,Associate degree
63,Male,Nova Scotia,Associate degree
75,Female,Nova Scotia,No high school diploma
20,Female,Quebec,Associate degree
60,Male,Quebec,No high school diploma
37,Female,Alberta,Associate degree
56,Female,Ontario,Bachelor's degree
80,Female,New Brunswick,No high school diploma
74,Male,Ontario,No high school diploma
31,Female,Ontario,Associate degree
55,Male,Quebec,Master's degree
80,Male,British Columbia,No high school diploma
44,Female,Nova Scotia,Associate degree
62,Female,Saskatchewan,Associate degree
69,Female,Ontario,No high school diploma
60,Male,New Brunswick,Associate degree
65,Male,Ontario,Associate degree
24,Male,Quebec,No high school diploma
80,Female,Quebec,High school diploma
80,Female,Ontario,No high school diploma
78,Male,Quebec,No high school diploma
18,Male,Newfoundland and Labrador,High school diploma
80,Female,Manitoba,No high school diploma
32,Male,Ontario,Associate degree
58,Female,Ontario,High school diploma
36,Male,Alberta,Associate degree
69,Female,Ontario,Bachelor's degree
77,Female,Alberta,Master's degree
26,Male,Quebec,Associate degree
48,Female,Alberta,Bachelor's degree
80,Female,Saskatchewan,Associate degree
44,Male,Manitoba,Associate degree
51,Female,Nova Scotia,Associate degree
58,Male,Ontario,High school diploma
37,Female,Alberta,Master's degree
38,Male,Nova Scotia,High school diploma
50,Male,Alberta,Associate degree
25,Female,Saskatchewan,High school diploma
27,Female,Manitoba,Bachelor's degree
18,Female,Saskatchewan,High school diploma
45,Male,New Brunswick,Associate degree
58,Female,British Columbia,Associate degree
66,Female,Saskatchewan,No high school diploma
48,Female,Ontario,No high school diploma
68,Female,Quebec,Associate degree
56,Male,Ontario,High school diploma
41,Male,Ontario,Bachelor's degree
33,Male,Quebec,Associate degree
63,Female,Alberta,No high school diploma
58,Male,Ontario,High school diploma
78,Female,Alberta,No high school diploma
57,Male,Prince Edward Island,Master's degree
62,Female,British Columbia,High school diploma
27,Female,Nova Scotia,Associate degree
65,Male,New Brunswick,High school diploma
35,Male,Ontario,High school diploma
38,Female,Quebec,Master's degree
57,Female,British Columbia,No high school diploma
70,Female,Quebec,No high school diploma
80,Male,British Columbia,No high school diploma
37,Male,Quebec,Associate degree
70,Male,Ontario,High school diploma
68,Female,Nova Scotia,Bachelor's degree
65,Male,Ontario,Master's degree
64,Female,Ontario,Master's degree
28,Female,Ontario,Master's degree
67,Male,Quebec,Bachelor's degree
43,Female,Nova Scotia,Associate degree
57,Male,Nova Scotia,High school diploma
39,Female,Saskatchewan,Master's degree
44,Female,British Columbia,Associate degree
34,Male,Ontario,High school diploma
76,Female,New Brunswick,No high school diploma
72,Male,Nova Scotia,High school diploma
24,Female,Ontario,Associate degree
74,Female,British Columbia,Associate degree
71,Female,British Columbia,Associate degree
38,Female,Ontario,High school diploma
21,Male,Ontario,High school diploma
63,Male,Ontario,High school diploma
80,Female,Ontario,High school diploma
63,Male,Newfoundland and Labrador,No high school diploma
61,Female,British Columbia,Bachelor's degree
71,Female,Quebec,Master's degree
37,Female,Manitoba,Master's degree
16,Female,British Columbia,No high school diploma
20,Male,Nova Scotia,High school diploma
36,Female,British Columbia,Associate degree
74,Male,Alberta,Associate degree
69,Male,British Columbia,Associate degree
80,Male,British Columbia,High school diploma
50,Female,New Brunswick,Associate degree
56,Female,Quebec,Associate degree
67,Female,Nova Scotia,No high school diploma
28,Male,Nova Scotia,Bachelor's degree
71,Male,Ontario,Master's degree
68,Female,Saskatchewan,Associate degree
25,Female,Quebec,Associate degree
54,Female,Ontario,High school diploma
72,Male,Ontario,High school diploma
62,Female,Newfoundland and Labrador,Associate degree
34,Male,New Brunswick,Associate degree
68,Male,Ontario,Bachelor's degree
27,Female,New Brunswick,High school diploma
43,Female,New Brunswick,Master's degree
71,Male,Ontario,Bachelor's degree
38,Female,Nova Scotia,Associate degree
70,Female,Alberta,Associate degree
57,Female,Quebec,Associate degree
63,Female,Ontario,Associate degree
59,Male,Ontario,Associate degree
53,Female,Manitoba,High school diploma
60,Male,Ontario,No high school diploma
74,Female,British Columbia,No high school diploma
74,Male,Quebec,High school diploma
26,Male,Ontario,High school diploma
18,Male,Newfoundland and Labrador,High school diploma
65,Female,Nova Scotia,High school diploma
66,Male,Manitoba,High school diploma
35,Female,Quebec,Master's degree
69,Male,Ontario,Bachelor's degree
80,Male,British Columbia,Associate degree
72,Female,Ontario,High school diploma
15,Female,Ontario,No high school diploma
68,Female,Quebec,No high school diploma
24,Male,British Columbia,High school diploma
60,Female,Nova Scotia,No high school diploma
29,Female,Ontario,High school diploma
16,Male,Ontario,No high school diploma
35,Female,Alberta,High school diploma
38,Male,Ontario,Bachelor's degree
66,Male,Ontario,High school diploma
23,Male,Quebec,High school diploma
71,Female,Quebec,No high school diploma
60,Male,Alberta,No high school diploma
70,Male,Ontario,Associate degree
16,Male,Ontario,No high school diploma
66,Male,Ontario,Associate degree
32,Female,Newfoundland and Labrador,Bachelor's degree
63,Female,Nova Scotia,High school diploma
73,Male,Quebec,No high school diploma
32,Male,British Columbia,Bachelor's degree
80,Female,Ontario,No high school diploma
57,Male,Quebec,Associate degree
59,Female,Prince Edward Island,Associate degree
46,Male,New Brunswick,Associate degree
38,Female,Quebec,Associate degree
40,Male,Quebec,Associate degree
63,Male,British Columbia,Associate degree
38,Female,Quebec,Master's degree
42,Male,Ontario,High school diploma
47,Female,Quebec,Associate degree
59,Female,Ontario,Associate degree
16,Male,Ontario,No high school diploma
15,Male,Quebec,No high school diploma
55,Male,Quebec,No high school diploma
80,Female,Saskatchewan,No high school diploma
40,Male,Quebec,Associate degree
37,Male,Prince Edward Island,Master's degree
62,Female,Nova Scotia,No high school diploma
65,Female,Newfoundland and Labrador,Associate degree
56,Male,Alberta,Associate degree
33,Female,British Columbia,Master's degree
71,Female,British Columbia,No high school diploma
75,Male,Ontario,Bachelor's degree
52,Male,Nova Scotia,Bachelor's degree
20,Male,Manitoba,High school diploma
39,Female,Quebec,Associate degree
32,Female,New Brunswick,Associate degree
16,Male,Newfoundland and Labrador,No high school diploma
51,Male,Ontario,Bachelor's degree
45,Female,Ontario,Bachelor's degree
18,Female,Ontario,No high school diploma
52,Female,Nova Scotia,High school diploma
58,Male,Saskatchewan,Bachelor's degree
61,Female,Quebec,High school diploma
64,Male,British Columbia,No high school diploma
58,Female,Ontario,Associate degree
58,Female,Alberta,Associate degree
61,Male,Quebec,High school diploma
80,Female,Quebec,No high school diploma
64,Male,British Columbia,Bachelor's degree
59,Female,Nova Scotia,Associate degree
65,Female,New Brunswick,No high school diploma
78,Male,Quebec,Associate degree
58,Female,Alberta,Associate degree
27,Female,New Brunswick,Bachelor's degree
75,Male,Saskatchewan,Bachelor's degree
58,Male,Prince Edward Island,Bachelor's degree
72,Female,Nova Scotia,Associate degree
69,Male,Quebec,High school diploma
47,Male,Ontario,High school diploma
39,Female,Nova Scotia,Associate degree
51,Male,Nova Scotia,Master's degree
69,Female,Ontario,Bachelor's degree
69,Female,Ontario,No high school diploma
18,Female,British Columbia,High school diploma
28,Female,Saskatchewan,Bachelor's degree
50,Female,Ontario,Master's degree
66,Male,Nova Scotia,Master's degree
37,Female,Ontario,Associate degree
66,Female,New Brunswick,High school diploma
70,Female,Ontario,No high school diploma
65,Female,Manitoba,Bachelor's degree
68,Female,Ontario,Bachelor's degree
43,Female,Ontario,Master's degree
41,Male,Ontario,Bachelor's degree
80,Female,British Columbia,High school diploma
27,Male,British Columbia,High school diploma
25,Male,Prince Edward Island,High school diploma
42,Male,Ontario,Bachelor's degree
53,Male,New Brunswick,Associate degree
36,Female,Ontario,High school diploma
73,Female,Manitoba,Associate degree
61,Female,Nova Scotia,Associate degree
47,Male,Alberta,Bachelor's degree
72,Female,Ontario,No high school diploma
59,Male,New Brunswick,High school diploma
24,Female,British Columbia,Associate degree
75,Female,New Brunswick,Bachelor's degree
80,Male,Quebec,Master's degree
74,Female,Newfoundland and Labrador,High school diploma
51,Female,Nova Scotia,High school diploma
65,Male,New Brunswick,Associate degree
60,Male,Newfoundland and Labrador,High school diploma
50,Male,Ontario,Bachelor's degree
48,Female,Prince Edward Island,High school diploma
80,Male,British Columbia,No high school diploma
30,Male,New Brunswick,Associate degree
60,Female,Ontario,High school diploma
33,Female,Ontario,Bachelor's degree
74,Female,Saskatchewan,Associate degree
59,Female,Saskatchewan,Associate degree
19,Female,Manitoba,High school diploma
38,Male,British Columbia,Associate degree
37,Male,Nova Scotia,Bachelor's degree
70,Female,Newfoundland and Labrador,Associate degree
80,Male,British Columbia,No high school diploma
34,Female,Ontario,Master's degree
26,Male,Ontario,Bachelor's degree
68,Female,Ontario,No high school diploma
65,Female,Ontario,Bachelor's degree
62,Male,Newfoundland and Labrador,Associate degree
47,Male,Ontario,Associate degree
33,Female,Prince Edward Island,Bachelor's degree
66,Male,British Columbia,High school diploma
28,Female,Newfoundland and Labrador,High school diploma
22,Female,New Brunswick,Associate degree
36,Male,Ontario,Associate degree
31,Female,Quebec,Associate degree
46,Female,Newfoundland and Labrador,Associate degree
63,Male,Alberta,Master's degree
80,Female,Saskatchewan,Associate degree
58,Female,Newfoundland and Labrador,Associate degree
63,Female,Prince Edward Island,High school diploma
80,Female,New Brunswick,No high school diploma
54,Male,Ontario,High school diploma
80,Female,Ontario,High school diploma
56,Male,Quebec,Associate degree
64,Male,New Brunswick,High school diploma
80,Female,Ontario,High school diploma
21,Female,Manitoba,High school diploma
69,Female,Manitoba,Bachelor's degree
78,Female,New Brunswick,Associate degree
53,Female,Quebec,Associate degree
26,Female,Prince Edward Island,High school diploma
54,Male,Prince Edward Island,High school diploma
58,Male,Ontario,No high school diploma
35,Male,Nova Scotia,Associate degree
59,Male,Alberta,No high school diploma
67,Female,Saskatchewan,Bachelor's degree
69,Male,Quebec,Bachelor's degree
48,Male,Manitoba,Associate degree
59,Male,Nova Scotia,High school diploma
68,Female,British Columbia,High school diploma
30,Male,Ontario,Bachelor's degree
59,Female,Prince Edward Island,Bachelor's degree
80,Male,British Columbia,High school diploma
66,Male,Nova Scotia,High school diploma
66,Female,Quebec,High school diploma
30,Female,Saskatchewan,Bachelor's degree
62,Male,Newfoundland and Labrador,No high school diploma
48,Male,Quebec,Associate degree
34,Male,Saskatchewan,Bachelor's degree
48,Male,Nova Scotia,Associate degree
19,Male,Prince Edward Island,No high school diploma
79,Female,Nova Scotia,No high school diploma
71,Female,Saskatchewan,No high school diploma
