sex,education,age,citizenship,province,vote_liberal
Female,Master's degree,23,Canadian citizen,Ontario,0
Male,Associate degree,52,Canadian citizen,Alberta,0
Male,Bachelor's degree,30,Canadian citizen,Ontario,0
Female,Associate degree,37,Canadian citizen,Ontario,1
Female,Bachelor's degree,42,Canadian citizen,New Brunswick,0
Male,Associate degree,32,Canadian citizen,Alberta,0
Male,Master's degree,61,Canadian citizen,Ontario,0
Female,Bachelor's degree,41,Canadian citizen,Manitoba,0
Female,High school diploma,31,Canadian citizen,Nova Scotia,1
Female,Associate degree,42,Canadian citizen,British Columbia,1
Male,Bachelor's degree,56,Canadian citizen,Ontario,0
Female,Associate degree,46,Canadian citizen,Ontario,0
Male,Bachelor's degree,43,Canadian citizen,Quebec,1
Female,Bachelor's degree,37,Canadian citizen,Ontario,1
Female,Associate degree,62,Canadian citizen,British Columbia,0
Female,High school diploma,21,Canadian citizen,Ontario,1
Male,Associate degree,64,Canadian citizen,Alberta,0
Male,Doctorate degree,83,Canadian citizen,Ontario,0
Male,Master's degree,38,Canadian citizen,Ontario,1
Female,Bachelor's degree,41,Canadian citizen,British Columbia,0
Female,Bachelor's degree,25,Canadian citizen,Quebec,0
Female,High school diploma,29,Canadian citizen,Ontario,1
Female,Bachelor's degree,48,Canadian citizen,Quebec,0
Male,Bachelor's degree,35,Canadian citizen,Ontario,0
Male,Doctorate degree,62,Canadian citizen,Newfoundland and Labrador,1
Female,High school diploma,29,Canadian citizen,Ontario,0
Male,Associate degree,36,Canadian citizen,Nova Scotia,1
Female,Associate degree,36,Canadian citizen,Nova Scotia,0
Female,Bachelor's degree,38,Canadian citizen,Nova Scotia,0
Female,High school diploma,24,Canadian citizen,Alberta,1
Female,Bachelor's degree,67,Canadian citizen,Ontario,1
Male,Doctorate degree,63,Canadian citizen,Ontario,0
Male,Associate degree,35,Canadian citizen,Ontario,1
Male,Associate degree,38,Canadian citizen,British Columbia,0
Female,High school diploma,66,Canadian citizen,Ontario,0
Male,High school diploma,18,Canadian citizen,Alberta,0
Female,High school diploma,52,Canadian citizen,Alberta,0
Male,High school diploma,57,Canadian citizen,British Columbia,0
Female,High school diploma,18,Canadian citizen,British Columbia,0
Male,High school diploma,31,Canadian citizen,Ontario,0
Male,Associate degree,37,Canadian citizen,Manitoba,0
Male,Bachelor's degree,62,Canadian citizen,Alberta,0
Female,Bachelor's degree,55,Canadian citizen,Saskatchewan,0
Female,High school diploma,55,Canadian citizen,Ontario,1
Male,Associate degree,34,Canadian citizen,Quebec,0
Female,Bachelor's degree,22,Canadian citizen,Ontario,0
Male,High school diploma,26,Canadian citizen,Alberta,0
Female,Master's degree,32,Canadian citizen,Ontario,0
Male,High school diploma,49,Canadian citizen,Ontario,1
Female,High school diploma,57,Canadian citizen,Ontario,1
Female,Bachelor's degree,32,Canadian citizen,British Columbia,0
Female,Bachelor's degree,52,Canadian citizen,Ontario,0
Female,Bachelor's degree,43,Canadian citizen,Alberta,1
Male,Bachelor's degree,43,Canadian citizen,Ontario,0
Female,High school diploma,64,Canadian citizen,Alberta,0
Male,High school diploma,68,Canadian citizen,Ontario,0
Male,Bachelor's degree,72,Canadian citizen,Quebec,1
Female,Bachelor's degree,58,Canadian citizen,Quebec,1
Female,Associate degree,25,Canadian citizen,Ontario,0
Male,Bachelor's degree,69,Canadian citizen,Ontario,0
Female,Associate degree,33,Canadian citizen,Ontario,0
Female,High school diploma,52,Canadian citizen,British Columbia,1
Female,Associate degree,48,Canadian citizen,Newfoundland and Labrador,0
Female,High school diploma,53,Canadian citizen,Ontario,0
Female,Bachelor's degree,54,Canadian citizen,Ontario,1
Female,High school diploma,54,Canadian citizen,Ontario,0
Male,Bachelor's degree,67,Canadian citizen,New Brunswick,0
Female,Bachelor's degree,66,Canadian citizen,New Brunswick,0
Female,Master's degree,34,Canadian citizen,Yukon,0
Female,Bachelor's degree,40,Canadian citizen,Alberta,0
Female,Bachelor's degree,62,Canadian citizen,British Columbia,0
Female,Doctorate degree,26,Canadian citizen,Quebec,0
Male,Bachelor's degree,24,Canadian citizen,Ontario,0
Male,Associate degree,71,Canadian citizen,Ontario,0
Female,Bachelor's degree,34,Canadian citizen,Ontario,1
Male,Bachelor's degree,39,Canadian citizen,Ontario,1
Female,No high school diploma,72,Canadian citizen,Manitoba,0
Female,Bachelor's degree,42,Canadian citizen,Quebec,1
Female,High school diploma,49,Canadian citizen,Ontario,0
Male,High school diploma,50,Canadian citizen,British Columbia,1
Female,Bachelor's degree,31,Canadian citizen,Ontario,0
Male,Bachelor's degree,34,Canadian citizen,British Columbia,0
Female,Bachelor's degree,19,Canadian citizen,Ontario,0
Male,Bachelor's degree,41,Canadian citizen,Ontario,0
Male,Associate degree,82,Canadian citizen,British Columbia,0
Female,High school diploma,28,Canadian citizen,Ontario,1
Male,Associate degree,59,Canadian citizen,Quebec,0
Female,No high school diploma,21,Canadian citizen,Ontario,0
Female,High school diploma,64,Canadian citizen,Ontario,1
Female,Bachelor's degree,50,Canadian citizen,Ontario,0
Male,High school diploma,52,Canadian citizen,Ontario,0
Female,No high school diploma,20,Canadian citizen,Nova Scotia,0
Female,High school diploma,48,Canadian citizen,Nova Scotia,1
Male,Master's degree,28,Canadian citizen,Ontario,0
Female,High school diploma,54,Canadian citizen,Ontario,0
Male,High school diploma,52,Canadian citizen,Ontario,0
Female,Associate degree,28,Canadian citizen,Quebec,0
Female,Associate degree,40,Canadian citizen,Quebec,0
Female,High school diploma,67,Canadian citizen,British Columbia,0
Male,Bachelor's degree,25,Canadian citizen,Manitoba,0
Male,High school diploma,43,Canadian citizen,British Columbia,0
Female,Master's degree,39,Canadian citizen,Alberta,0
Female,High school diploma,71,Canadian citizen,Quebec,0
Female,Bachelor's degree,44,Canadian citizen,Quebec,0
Male,No high school diploma,71,Canadian citizen,Quebec,1
Female,Associate degree,49,Canadian citizen,New Brunswick,0
Female,High school diploma,18,Canadian citizen,Quebec,1
Male,Bachelor's degree,67,Canadian citizen,Quebec,0
Female,Associate degree,53,Canadian citizen,Quebec,0
Male,High school diploma,45,Canadian citizen,Ontario,1
Male,High school diploma,65,Canadian citizen,Quebec,0
Female,Associate degree,38,Canadian citizen,Alberta,1
Male,High school diploma,68,Canadian citizen,Alberta,0
Female,Bachelor's degree,33,Canadian citizen,Ontario,1
Male,No high school diploma,61,Canadian citizen,Ontario,0
Female,High school diploma,27,Canadian citizen,Quebec,1
Female,Master's degree,43,Canadian citizen,Quebec,1
Female,Associate degree,55,Canadian citizen,Quebec,0
Male,Associate degree,54,Canadian citizen,British Columbia,0
Female,Associate degree,35,Canadian citizen,Ontario,0
Male,High school diploma,74,Canadian citizen,Quebec,0
Male,High school diploma,39,Canadian citizen,Newfoundland and Labrador,0
Male,High school diploma,43,Canadian citizen,Yukon,0
Female,Bachelor's degree,52,Canadian citizen,Quebec,0
Male,High school diploma,64,Canadian citizen,Newfoundland and Labrador,0
Female,Bachelor's degree,68,Canadian citizen,Ontario,1
Male,No high school diploma,64,Canadian citizen,Quebec,0
Female,Master's degree,25,Canadian citizen,Ontario,1
Female,Bachelor's degree,36,Canadian citizen,Alberta,0
Male,High school diploma,22,Canadian citizen,Quebec,0
Female,Bachelor's degree,44,Canadian citizen,British Columbia,1
Female,Master's degree,53,Canadian citizen,Alberta,0
Male,Associate degree,65,Canadian citizen,Ontario,0
Female,Bachelor's degree,83,Canadian citizen,Ontario,0
Female,Bachelor's degree,29,Canadian citizen,Ontario,0
Female,High school diploma,43,Canadian citizen,Alberta,0
Female,High school diploma,61,Canadian citizen,Quebec,0
Male,No high school diploma,60,Canadian citizen,Quebec,0
Male,Master's degree,67,Canadian citizen,British Columbia,0
Female,High school diploma,58,Canadian citizen,British Columbia,0
Male,Bachelor's degree,26,Canadian citizen,Ontario,0
Female,Bachelor's degree,22,Canadian citizen,Ontario,0
Female,High school diploma,30,Canadian citizen,Alberta,0
Female,High school diploma,76,Canadian citizen,Nova Scotia,0
Female,Bachelor's degree,70,Canadian citizen,Alberta,0
Female,Associate degree,57,Canadian citizen,Quebec,1
Female,Bachelor's degree,54,Canadian citizen,Ontario,0
Female,High school diploma,50,Canadian citizen,Nova Scotia,0
Female,Bachelor's degree,23,Canadian citizen,Newfoundland and Labrador,0
Male,High school diploma,64,Canadian citizen,Ontario,0
Male,Master's degree,70,Canadian citizen,Ontario,1
Male,Bachelor's degree,33,Canadian citizen,New Brunswick,1
Female,Bachelor's degree,26,Canadian citizen,Ontario,0
Female,Bachelor's degree,24,Canadian citizen,Nova Scotia,0
Male,High school diploma,62,Canadian citizen,Alberta,0
Female,Associate degree,43,Canadian citizen,Quebec,1
Female,High school diploma,66,Canadian citizen,Quebec,0
Female,High school diploma,58,Canadian citizen,Manitoba,0
Female,High school diploma,55,Canadian citizen,Alberta,0
Female,Master's degree,37,Canadian citizen,Newfoundland and Labrador,1
Female,Master's degree,52,Canadian citizen,Ontario,0
Female,High school diploma,66,Canadian citizen,Ontario,0
Male,High school diploma,27,Canadian citizen,Newfoundland and Labrador,0
Female,Bachelor's degree,79,Canadian citizen,Alberta,1
Female,Master's degree,45,Canadian citizen,Ontario,0
Female,No high school diploma,23,Canadian citizen,Newfoundland and Labrador,0
Female,Associate degree,58,Canadian citizen,Ontario,0
Male,Bachelor's degree,54,Canadian citizen,Newfoundland and Labrador,0
Female,Associate degree,33,Canadian citizen,Nova Scotia,0
Female,Associate degree,76,Canadian citizen,Quebec,0
Female,High school diploma,61,Canadian citizen,Ontario,1
Female,High school diploma,44,Canadian citizen,Alberta,0
Male,Bachelor's degree,35,Canadian citizen,Ontario,1
Male,Master's degree,66,Canadian citizen,Alberta,0
Female,High school diploma,58,Canadian citizen,New Brunswick,0
Female,High school diploma,18,Canadian citizen,Quebec,0
Male,Associate degree,64,Canadian citizen,British Columbia,0
Female,Bachelor's degree,59,Canadian citizen,Prince Edward Island,0
Female,High school diploma,19,Canadian citizen,Alberta,0
Female,Bachelor's degree,44,Canadian citizen,Ontario,0
Female,Doctorate degree,64,Canadian citizen,British Columbia,0
Female,Associate degree,62,Canadian citizen,Newfoundland and Labrador,0
Female,Doctorate degree,34,Canadian citizen,Quebec,1
Male,Associate degree,53,Canadian citizen,Quebec,0
Female,Associate degree,64,Canadian citizen,Ontario,1
Female,Master's degree,49,Canadian citizen,New Brunswick,0
Female,Bachelor's degree,66,Canadian citizen,Manitoba,0
Female,High school diploma,50,Canadian citizen,Quebec,0
Female,Doctorate degree,49,Canadian citizen,Ontario,1
Male,Bachelor's degree,41,Canadian citizen,Ontario,0
Female,High school diploma,77,Canadian citizen,Ontario,0
Male,Associate degree,52,Canadian citizen,Ontario,0
Male,Bachelor's degree,65,Canadian citizen,Alberta,0
Female,Bachelor's degree,43,Canadian citizen,Ontario,0
Female,Associate degree,55,Canadian citizen,Ontario,0
Female,Associate degree,41,Canadian citizen,Quebec,0
Female,Bachelor's degree,48,Canadian citizen,Ontario,0
Female,Associate degree,39,Canadian citizen,Saskatchewan,0
Male,Bachelor's degree,25,Canadian citizen,British Columbia,0
Female,Associate degree,54,Canadian citizen,Newfoundland and Labrador,0
Female,High school diploma,50,Canadian citizen,Quebec,0
Male,Associate degree,29,Canadian citizen,Ontario,0
Male,Bachelor's degree,75,Canadian citizen,British Columbia,1
Male,Bachelor's degree,57,Canadian citizen,Ontario,0
Female,High school diploma,25,Canadian citizen,Alberta,0
Male,High school diploma,61,Canadian citizen,Ontario,0
Female,Master's degree,25,Canadian citizen,Quebec,1
Female,High school diploma,43,Canadian citizen,Saskatchewan,0
Female,High school diploma,50,Canadian citizen,Ontario,0
Male,High school diploma,56,Canadian citizen,New Brunswick,0
Female,Associate degree,38,Canadian citizen,British Columbia,1
Female,Associate degree,59,Canadian citizen,Ontario,0
Male,Bachelor's degree,38,Canadian citizen,Alberta,0
Male,Master's degree,61,Canadian citizen,Prince Edward Island,1
Female,Bachelor's degree,24,Canadian citizen,Ontario,0
Female,Associate degree,74,Canadian citizen,Manitoba,0
Female,Bachelor's degree,60,Canadian citizen,British Columbia,0
Female,High school diploma,19,Canadian citizen,Alberta,0
Female,Bachelor's degree,36,Canadian citizen,Ontario,0
Male,High school diploma,48,Canadian citizen,Alberta,0
Female,Associate degree,76,Canadian citizen,Ontario,0
Female,Bachelor's degree,83,Canadian citizen,Ontario,0
Male,Associate degree,59,Canadian citizen,Quebec,0
Male,High school diploma,19,Canadian citizen,Ontario,1
Male,Associate degree,56,Canadian citizen,Alberta,0
Male,Associate degree,26,Canadian citizen,Quebec,0
Female,High school diploma,50,Canadian citizen,Manitoba,1
Male,Master's degree,40,Canadian citizen,Alberta,1
Female,Bachelor's degree,73,Canadian citizen,Ontario,1
Female,Doctorate degree,67,Canadian citizen,Nova Scotia,0
Female,Bachelor's degree,28,Canadian citizen,Ontario,1
Female,Bachelor's degree,38,Canadian citizen,Newfoundland and Labrador,1
Female,Associate degree,37,Canadian citizen,Quebec,1
Female,Bachelor's degree,57,Canadian citizen,Quebec,1
Female,Bachelor's degree,54,Canadian citizen,Ontario,0
Male,High school diploma,46,Canadian citizen,British Columbia,0
Female,Associate degree,45,Canadian citizen,Quebec,0
Female,High school diploma,40,Canadian citizen,Ontario,0
Male,Bachelor's degree,69,Canadian citizen,Ontario,0
Other,Associate degree,49,Canadian citizen,Manitoba,0
Female,Associate degree,64,Canadian citizen,Ontario,1
Male,Doctorate degree,63,Canadian citizen,Ontario,0
Male,High school diploma,65,Canadian citizen,Quebec,1
Female,Bachelor's degree,38,Canadian citizen,Alberta,0
Female,High school diploma,36,Canadian citizen,Saskatchewan,0
Female,Bachelor's degree,44,Canadian citizen,Quebec,1
Male,Bachelor's degree,32,Canadian citizen,Ontario,1
Male,High school diploma,22,Canadian citizen,Prince Edward Island,0
Female,No high school diploma,22,Canadian citizen,Ontario,1
Female,Bachelor's degree,22,Canadian citizen,Quebec,0
Male,Master's degree,42,Canadian citizen,Quebec,1
Female,Master's degree,30,Canadian citizen,Ontario,0
Female,No high school diploma,27,Canadian citizen,Ontario,0
Female,High school diploma,49,Canadian citizen,Saskatchewan,0
Male,Associate degree,39,Canadian citizen,Quebec,1
Male,Master's degree,77,Canadian citizen,Ontario,1
Male,Bachelor's degree,33,Canadian citizen,Saskatchewan,0
Female,Associate degree,45,Canadian citizen,Newfoundland and Labrador,0
Female,High school diploma,55,Canadian citizen,Quebec,0
Female,Associate degree,55,Canadian citizen,British Columbia,0
Male,High school diploma,56,Canadian citizen,Quebec,0
Female,Bachelor's degree,28,Canadian citizen,Ontario,0
Male,High school diploma,29,Canadian citizen,Ontario,1
Female,Bachelor's degree,49,Canadian citizen,Ontario,0
Male,High school diploma,25,Canadian citizen,Ontario,0
Female,Bachelor's degree,61,Canadian citizen,Nova Scotia,1
Male,High school diploma,70,Canadian citizen,Manitoba,0
Female,Associate degree,72,Canadian citizen,Quebec,0
Male,Associate degree,49,Canadian citizen,Ontario,0
Female,Bachelor's degree,27,Canadian citizen,Ontario,1
Female,High school diploma,19,Canadian citizen,Ontario,1
Female,Bachelor's degree,64,Canadian citizen,British Columbia,1
Male,Bachelor's degree,58,Canadian citizen,Ontario,1
Female,Bachelor's degree,44,Canadian citizen,Ontario,0
Male,Bachelor's degree,58,Canadian citizen,Alberta,0
Male,Associate degree,34,Canadian citizen,British Columbia,0
Female,High school diploma,47,Canadian citizen,Quebec,1
Female,No high school diploma,67,Canadian citizen,Quebec,0
Male,High school diploma,83,Canadian citizen,Nova Scotia,0
Female,High school diploma,57,Canadian citizen,Ontario,0
Male,Bachelor's degree,50,Canadian citizen,Ontario,0
Female,Associate degree,43,Canadian citizen,British Columbia,0
Male,Bachelor's degree,48,Canadian citizen,Ontario,1
Female,Associate degree,43,Canadian citizen,Manitoba,0
Female,High school diploma,61,Canadian citizen,Manitoba,1
Female,Bachelor's degree,55,Canadian citizen,British Columbia,1
Female,Bachelor's degree,45,Canadian citizen,Alberta,1
Female,Associate degree,62,Canadian citizen,British Columbia,0
Male,Master's degree,68,Canadian citizen,Quebec,0
Male,High school diploma,52,Canadian citizen,British Columbia,0
Female,High school diploma,32,Canadian citizen,Ontario,0
Female,High school diploma,53,Canadian citizen,Ontario,0
Female,High school diploma,38,Canadian citizen,Ontario,0
Female,Master's degree,66,Canadian citizen,Nova Scotia,0
Female,Associate degree,46,Canadian citizen,Alberta,0
